vote,age,gender,degree,locality,katz_centrality
0,27,F,4,unkown,0.00293
0,19,M,4,"Rijeka, Croatia",0.00289
0,14,F,1,"Gorican, Croatia",0.00268
0,19,M,1,"49246, Marija Bistrica, Croatia",0.00266
0,36,M,1,"Rijeka, Croatia",0.0027
0,28,M,14,unkown,0.00542
0,19,F,25,"Zagreb, Croatia",0.00707
0,20,F,5,"Zagreb, Croatia",0.00316
0,25,M,3,"Split, Croatia",0.0028
0,27,F,29,"Zagreb, Croatia",0.00888
0,19,F,1,"Zagreb, Croatia",0.00266
0,23,F,2,"Las Vegas, NV, USA",0.00299
0,23,M,15,"Zagreb, Croatia",0.00599
0,48,F,15,"Nasice, Croatia",0.00429
0,28,F,1,"Sveti Kriz, Croatia",0.00285
0,26,M,2,"42223, Varazdinske Toplice, Croatia",0.00281
0,26,M,23,"Zagreb, Croatia",0.0073
0,52,M,26,"Zagreb, Croatia",0.00481
0,20,F,8,unkown,0.00361
0,51,F,1,"Conegliano Treviso, Italy",0.00273
0,57,M,3,unkown,0.00279
0,32,M,2,"Zagreb, Croatia",0.0045
0,21,M,4,"Zagreb, Croatia",0.00313
0,37,M,3,"Gospic, Croatia",0.00335
0,21,F,5,"Rijeka, Croatia",0.00297
0,17,M,5,"Pozega, Croatia",0.00308
0,21,M,6,"Pozega, Croatia",0.00304
0,22,F,3,"Cakovec, Croatia",0.00292
0,17,M,7,unkown,0.00333
0,28,F,7,"Tenja, Croatia",0.00331
0,28,M,1,"Pozega, Croatia",0.00269
0,20,F,15,"Zagreb, Croatia",0.00544
0,19,F,2,"Kutjevo, Croatia",0.00277
0,19,M,10,"Zagreb, Croatia",0.00357
0,25,F,4,"Metkovic, Croatia",0.00283
0,54,F,1,unkown,0.00302
0,27,F,18,"Zagreb, Croatia",0.01008
0,37,F,1,unkown,0.00265
0,15,F,3,"Zagreb, Croatia",0.00277
0,20,F,1,Monaco,0.00265
0,18,F,11,unkown,0.00445
0,15,F,4,"Zagreb, Croatia",0.00294
0,19,F,1,"Mostar, Bosnia and Herzegovina",0.00266
0,18,M,34,"Zagreb, Croatia",0.01018
0,43,F,2,unkown,0.00275
0,25,F,2,unkown,0.00278
0,19,M,1,"Split, Croatia",0.00266
0,18,F,1,"Bjelovar, Croatia",0.00266
0,19,F,9,unkown,0.00332
0,37,F,2,"Split, Croatia",0.0028
0,27,M,2,"Melbourne VIC, Australia",0.00286
0,44,F,10,"Karlovac, Croatia",0.00752
0,19,F,1,"Split, Croatia",0.00266
0,19,F,5,"Osijek, Croatia",0.00294
0,19,F,4,"Slavonski Brod, Croatia",0.00284
0,21,M,9,"Osijek, Croatia",0.00334
0,23,F,21,"Zagreb, Croatia",0.00631
0,29,F,1,"Omis, Croatia",0.00267
0,21,M,3,"Osijek, Croatia",0.00281
0,39,F,2,"Zagreb, Croatia",0.00276
0,38,F,2,unkown,0.00273
0,25,F,64,"Zagreb, Croatia",0.01905
0,27,M,8,"Zagreb, Croatia",0.00395
0,23,F,3,unkown,0.0028
0,46,F,9,"Osijek, Croatia",0.00346
0,21,M,9,"Zagreb, Croatia",0.00363
0,19,F,2,"Gorican, Croatia",0.00272
0,25,M,15,"Osijek, Croatia",0.00512
0,32,F,1,"Split, Croatia",0.00269
0,20,F,15,"Cres, Croatia",0.0044
0,38,F,8,"Zagreb, Croatia",0.00675
0,35,F,25,unkown,0.00941
0,18,M,1,"Zagreb, Croatia",0.00266
0,21,M,4,"Mostar, Bosnia and Herzegovina",0.00284
0,20,M,15,"Zagreb, Croatia",0.00505
0,29,F,3,unkown,0.00297
0,16,F,4,"Fukushima, Japan",0.00291
0,21,F,1,"Gaj, Croatia",0.00266
0,18,M,1,unkown,0.00266
0,41,F,34,"Graz, Austria",0.01788
0,22,M,20,unkown,0.00591
0,53,M,1,unkown,0.00268
0,46,F,7,"Trogir, Croatia",0.00487
0,26,F,2,"Zagreb, Croatia",0.00272
0,47,M,18,"Zagreb, Croatia",0.01099
0,23,M,18,unkown,0.00667
0,16,F,5,"Dakovo, Croatia",0.0031
0,23,F,1,"Paris, France",0.00266
0,20,M,10,"Zagreb, Croatia",0.005
0,29,M,14,"Osijek, Croatia",0.00458
0,20,F,12,"Jusici, Croatia",0.00503
0,43,M,1,"Karlovac, Croatia",0.00266
0,19,F,5,unkown,0.00349
0,18,F,2,"Gunja, Croatia",0.00272
0,22,M,7,"Donja Moticina, Croatia",0.00364
0,19,M,5,"Zlatar, Croatia",0.00305
0,26,F,4,"Koprivnica, Croatia",0.00368
0,18,F,3,unkown,0.00279
0,23,F,39,"Karlovac, Croatia",0.0185
0,42,F,2,"Osijek, Croatia",0.00271
0,25,F,28,"Zagreb, Croatia",0.01669
0,19,M,9,"Zagreb, Croatia",0.00413
0,53,F,2,unkown,0.00279
0,21,F,2,"Ludbreg, Croatia",0.00279
0,41,M,6,"Vinkovci, Croatia",0.00474
0,26,F,49,"Zagreb, Croatia",0.01674
0,41,F,9,unkown,0.00523
0,19,F,2,"Rijeka, Croatia",0.00275
0,22,F,1,"Mostar, Bosnia and Herzegovina",0.00266
0,26,F,8,"Rijeka, Croatia",0.00373
0,20,F,2,unkown,0.00271
0,51,F,5,"10380, Sveti Ivan Zelina, Croatia",0.00346
0,24,F,1,unkown,0.00266
0,37,M,2,"Zadar, Croatia",0.00288
0,23,F,7,"Sisak, Croatia",0.00419
0,21,F,2,"Vukovar, Croatia",0.00302
0,22,M,32,"Zagreb, Croatia",0.00763
0,29,F,22,unkown,0.00867
0,49,F,1,"Varazdin, Croatia",0.00274
0,23,M,3,"Zagreb, Croatia",0.00293
0,24,F,16,"Pozega, Croatia",0.00396
0,21,F,2,"Zagreb, Croatia",0.00272
0,19,F,6,"Zagreb, Croatia",0.00384
0,16,F,5,"Zagreb, Croatia",0.00289
0,16,F,11,"Pozega, Croatia",0.00339
0,36,F,7,"Split, Croatia",0.00575
0,39,F,2,unkown,0.00272
0,23,F,6,unkown,0.00391
0,36,F,1,"Zagreb, Croatia",0.00311
0,32,M,2,unkown,0.00287
0,52,M,13,unkown,0.00698
0,18,F,6,"Makarska, Croatia",0.00295
0,22,F,5,"Klis, Croatia",0.00362
0,15,M,3,"Miami, FL, USA",0.00277
0,19,F,6,unkown,0.00303
0,16,F,7,"Kastel Gomilica, Croatia",0.00302
0,29,M,2,unkown,0.00352
0,39,F,3,"Sesvete, Croatia",0.00286
0,22,F,16,"Zagreb, Croatia",0.00485
0,19,F,7,"20341, Momici, Croatia",0.00311
0,38,F,3,"Podgorje, Croatia",0.0028
0,20,F,24,"Zagreb, Croatia",0.00755
0,22,M,7,unkown,0.00371
0,21,F,8,"Zagreb, Croatia",0.00353
0,16,F,1,"Gruda, Croatia",0.00267
0,24,F,5,"Sopje, Croatia",0.00294
0,22,F,12,"Rijeka, Croatia",0.00353
0,45,M,4,"Koprivnica, Croatia",0.00292
0,22,M,3,"Bodovaljci, Croatia",0.00279
0,19,F,6,"Zagreb, Croatia",0.00326
0,49,F,1,unkown,0.00277
0,100,F,8,"Zagreb, Croatia",0.00362
0,18,F,3,"Kraljevec na Sutli, Croatia",0.0036
0,22,M,3,unkown,0.00303
0,28,F,6,"Pula, Croatia",0.00399
0,28,M,1,"Kutjevo, Croatia",0.0027
0,18,F,2,"Jesenice, Croatia",0.00281
0,47,F,4,"Zagreb, Croatia",0.00364
0,22,F,2,"Split, Croatia",0.00272
0,20,F,11,"Zapresic, Croatia",0.00435
0,39,F,6,"Osijek, Croatia",0.00331
0,41,F,5,"Vukovar, Croatia",0.00317
0,21,M,11,"Zagreb, Croatia",0.00488
0,25,F,14,"Split, Croatia",0.00462
0,25,F,3,"Istanbul, Turkey",0.00278
0,16,F,3,"Sibenik, Croatia",0.0028
0,19,M,6,"Zagreb, Croatia",0.00298
0,25,M,7,"Zagreb, Croatia",0.00425
0,41,F,1,"Zagreb, Croatia",0.00269
0,29,F,6,"Zagreb, Croatia",0.00306
0,18,M,3,"21240, Trilj, Croatia",0.0028
0,23,F,4,"Siroki Brijeg, Bosnia and Herzegovina",0.0031
0,41,M,24,"Laupheim, Germany",0.00589
0,30,M,10,"Osijek, Croatia",0.004
0,38,F,6,"Korcula, Croatia",0.00368
0,22,F,3,unkown,0.00295
0,20,F,3,"Dubrovnik, Croatia",0.00277
0,21,F,4,"Zagreb, Croatia",0.00308
0,25,M,9,"Petrinja, Croatia",0.00406
0,21,F,2,"Novosibirsk, Novosibirsk Oblast, Russia",0.00272
0,30,M,2,"Koprivnica, Croatia",0.00292
0,30,M,89,"Zagreb, Croatia",0.02003
0,27,M,10,"Osijek, Croatia",0.00505
0,23,M,1,"Zagreb, Croatia",0.00266
0,17,F,2,"Rijeka, Croatia",0.00272
0,21,M,10,"Split, Croatia",0.00319
0,20,F,4,"Zagreb, Croatia",0.00303
0,20,M,4,"Bjelovar, Croatia",0.00284
0,45,F,12,"Zagreb, Croatia",0.00938
0,26,F,2,"47250, Mreznicke Poljice, Croatia",0.00272
0,19,F,4,"Pula, Croatia",0.00289
0,22,F,7,"Osijek, Croatia",0.00334
0,16,F,3,"Zagrade, Croatia",0.00283
0,28,F,7,"Zagreb, Croatia",0.0053
0,44,F,28,"Zagreb, Croatia",0.00591
0,26,M,7,"Pozega, Croatia",0.00313
0,24,M,18,"Zagreb, Croatia",0.00624
0,21,M,18,"Zagreb, Croatia",0.00773
0,42,M,3,"Rijeka, Croatia",0.00285
0,20,F,3,"Zagreb, Croatia",0.00297
0,36,M,7,unkown,0.00451
0,28,M,1,unkown,0.00334
0,34,F,5,"Munich, Germany",0.00369
0,21,M,11,"Zagreb, Croatia",0.00431
0,28,F,1,unkown,0.00273
0,28,M,4,"Drnis, Croatia",0.00306
0,30,F,11,"Cepin, Croatia",0.00652
0,55,M,2,"Samobor, Croatia",0.00277
0,51,M,3,"Trski Vrh, Croatia",0.00289
0,34,F,1,"Zagreb, Croatia",0.00267
0,21,M,4,"Krizevci, Croatia",0.00289
0,19,M,3,unkown,0.00278
0,23,F,18,unkown,0.0094
0,39,M,3,"21260, Imotski, Croatia",0.00301
0,53,F,1,"Zagreb, Croatia",0.00269
0,24,F,1,unkown,0.00269
0,22,F,2,"Zagreb, Croatia",0.00273
0,24,F,2,unkown,0.00279
0,26,F,5,"Zadar, Croatia",0.00328
0,21,F,3,"Osijek, Croatia",0.00298
0,41,F,4,unkown,0.00382
0,41,F,4,"Ladimirevci, Croatia",0.00289
0,23,F,19,"Osijek, Croatia",0.00472
0,21,M,5,"Zagreb, Croatia",0.00323
0,21,M,3,"Klis, Croatia",0.00285
0,25,M,5,"Zagreb, Croatia",0.00326
0,28,M,1,"Mostar, Bosnia and Herzegovina",0.00294
0,19,F,4,"Petrinja, Croatia",0.00308
0,39,M,6,"Zagreb, Croatia",0.00315
0,20,F,4,"Rijeka, Croatia",0.00289
0,20,M,5,unkown,0.0034
0,40,M,2,unkown,0.00307
0,31,M,1,"Gospic, Croatia",0.00301
0,19,F,21,"Velika Mlaka, Croatia",0.00658
0,27,M,10,"Zagreb, Croatia",0.0049
0,16,F,4,"Varazdin, Croatia",0.0029
0,48,F,4,"Koprivnica, Croatia",0.00286
0,50,M,1,"Rijeka, Croatia",0.00337
0,30,M,8,"Zagreb, Croatia",0.0038
0,23,M,1,"44400, Glina, Croatia",0.00273
0,34,F,1,"Kamanje, Croatia",0.00271
0,39,M,6,"Tar, Croatia",0.00315
0,15,F,5,"Zagreb, Croatia",0.00359
0,39,F,1,"Laval, QC, Canada",0.00267
0,21,M,6,unkown,0.00326
0,21,M,8,"Split, Croatia",0.00366
0,18,M,4,"Split, Croatia",0.00285
0,24,F,1,"Krakow, Poland",0.00368
0,55,F,5,"Petrinja, Croatia",0.0035
0,27,M,25,"Zagreb, Croatia",0.01156
0,22,F,6,"Zagreb, Croatia",0.00375
0,30,F,4,"Zagreb, Croatia",0.00334
0,19,F,42,"Zagreb, Croatia",0.02726
0,18,F,15,"El Hawaii, Guatemala",0.0038
0,36,M,1,"43500, Markovac, Croatia",0.00268
0,20,M,6,unkown,0.00302
0,18,F,3,"Donja Vrba, Croatia",0.00279
0,108,F,2,"Zagreb, Croatia",0.00274
0,24,F,4,"Zagreb, Croatia",0.00302
0,35,M,1,"Metkovic, Croatia",0.00269
0,21,F,6,"Slavonski Brod, Croatia",0.00297
0,43,F,5,unkown,0.00323
0,21,F,6,"Zagreb, Croatia",0.00403
0,19,F,3,"Manchester, UK",0.00283
0,37,F,18,"Zagreb, Croatia",0.00505
0,26,F,13,"Split, Croatia",0.00388
0,21,M,1,unkown,0.00266
0,19,F,3,"Zagreb, Croatia",0.00278
0,40,F,2,"Nasice, Croatia",0.00274
0,19,F,3,"Split, Croatia",0.00278
0,18,M,7,"Zagreb, Croatia",0.0039
0,35,F,87,"Zagreb, Croatia",0.02118
0,18,M,40,"Zagreb, Croatia",0.01101
0,27,F,40,"Varazdin, Croatia",0.01015
0,26,M,12,unkown,0.00377
0,18,F,13,"Split, Croatia",0.00389
0,44,M,7,"Zadar, Croatia",0.00326
0,27,M,5,"Tenja, Croatia",0.00404
0,46,M,1,"Ljubuski, Bosnia and Herzegovina",0.00266
0,23,M,5,"Sotin, Croatia",0.00289
0,25,M,11,"52000, Pazin, Croatia",0.00422
0,31,M,3,"Zagreb, Croatia",0.00293
0,20,M,2,"Zadar, Croatia",0.00279
0,29,F,1,"Pozega, Croatia",0.00269
0,19,F,47,"Virovitica, Croatia",0.01031
0,21,F,19,"Zagreb, Croatia",0.00705
0,35,F,3,"Zagreb, Croatia",0.00282
0,21,M,29,"Zapresic, Croatia",0.00959
0,39,F,15,"Zagreb, Croatia",0.00445
0,49,F,2,"Koprivnica, Croatia",0.00271
0,20,F,8,"Cakovec, Croatia",0.00326
0,20,F,4,"Varazdin, Croatia",0.00285
0,41,M,4,unkown,0.00299
0,20,F,6,"Split, Croatia",0.00301
0,20,F,8,"Zupanja, Croatia",0.00321
0,24,M,18,"Zagreb, Croatia",0.00594
0,19,M,9,"05018 Orvieto Terni, Italy",0.00451
0,44,M,2,"Sibenik, Croatia",0.00271
0,30,F,11,"Zagreb, Croatia",0.00352
0,20,F,17,"Pozega, Croatia",0.00417
0,27,F,1,"Zagreb, Croatia",0.00269
0,24,M,42,"Zagreb, Croatia",0.02268
0,18,F,10,"Split, Croatia",0.00342
0,21,F,26,"Cres, Croatia",0.00656
0,20,F,11,"Trski Vrh, Croatia",0.00438
0,22,F,44,"Zagreb, Croatia",0.02342
0,18,F,4,unkown,0.00285
0,41,M,1,unkown,0.00272
0,22,F,5,"Split, Croatia",0.00312
0,63,F,1,unkown,0.00267
0,19,M,1,"Zagreb, Croatia",0.00266
0,37,M,11,"Zagreb, Croatia",0.00603
0,21,M,6,"Split, Croatia",0.00373
0,21,M,13,"Zagreb, Croatia",0.00501
0,21,F,9,"Orvin, Switzerland",0.00327
0,28,M,1,"Slavonski Brod, Croatia",0.00265
0,21,F,5,"Zagreb, Croatia",0.00303
0,23,M,9,"Ravna Gora, Croatia",0.00362
0,22,M,7,"Amsterdam, The Netherlands",0.00396
0,31,F,14,"Zagreb, Croatia",0.00672
0,45,M,1,"Zagreb, Croatia",0.00266
0,63,F,8,unkown,0.00338
0,37,F,21,"Zagreb, Croatia",0.00539
0,18,F,1,"Velika Gorica, Croatia",0.0027
0,23,M,2,"Zagreb, Croatia",0.00274
0,20,F,1,"Mursko Sredisce, Croatia",0.00267
0,38,M,1,"Osijek, Croatia",0.00266
0,25,M,5,unkown,0.00465
0,23,M,3,unkown,0.00285
0,45,F,12,"Osijek, Croatia",0.00714
0,28,F,3,"Zagreb, Croatia",0.00489
0,25,F,1,unkown,0.00267
0,102,M,5,"Dubrovnik, Croatia",0.0031
0,18,F,3,"Zagreb, Croatia",0.00281
0,21,M,12,"Sesvete, Croatia",0.00482
0,21,F,3,"Zagreb, Croatia",0.00282
0,43,F,1,"Zagreb, Croatia",0.00267
0,57,F,14,"Pozega, Croatia",0.00962
0,18,F,2,unkown,0.00271
0,28,M,1,"Velika Gorica, Croatia",0.00269
0,19,M,22,"Pozega, Croatia",0.00482
0,39,F,1,unkown,0.00266
0,50,M,4,"Split, Croatia",0.00303
0,47,F,2,"Ludwigsburg, Germany",0.00274
0,16,M,12,"Karlovac, Croatia",0.00413
0,30,M,26,"Zagreb, Croatia",0.00895
0,20,M,33,"Zagreb, Croatia",0.01688
0,15,F,4,"Zapresic, Croatia",0.00293
0,17,F,2,"Sibenik, Croatia",0.00312
0,18,M,11,"Samobor, Croatia",0.0047
0,23,F,8,unkown,0.00342
0,17,M,3,"Split, Croatia",0.00277
0,24,M,2,"Stari Mikanovci, Croatia",0.00274
0,22,M,23,"Zagreb, Croatia",0.00759
0,18,F,5,"Split, Croatia",0.00295
0,19,M,6,unkown,0.00312
0,28,M,3,"Pozega, Croatia",0.00282
0,19,M,1,"Osijek, Croatia",0.00267
0,21,M,5,unkown,0.0034
0,58,M,10,"Zagreb, Croatia",0.00541
0,20,F,1,"Split, Croatia",0.00266
0,82,M,2,"Cres, Croatia",0.00284
0,23,F,5,"Bibinje, Croatia",0.00313
0,27,F,25,"Split, Croatia",0.00883
0,38,F,1,"Krk, Croatia",0.00278
0,18,M,17,"Rijeka, Croatia",0.00615
0,100,F,6,"Miami Beach, FL, USA",0.00317
0,22,M,4,"Rijeka, Croatia",0.00312
0,25,F,1,"Hvar, Croatia",0.00266
0,29,M,1,"Split, Croatia",0.00269
0,25,M,68,unkown,0.01889
0,42,M,2,"Zagreb, Croatia",0.00273
0,28,F,3,"Virovitica, Croatia",0.00281
0,17,F,4,unkown,0.00396
0,19,F,2,Dubai - United Arab Emirates,0.00271
0,19,M,40,"Zagreb, Croatia",0.01165
0,40,M,17,"Zagreb, Croatia",0.01344
0,22,M,6,"Zagreb, Croatia",0.00361
0,19,M,15,"Zagreb, Croatia",0.00546
0,29,F,1,"Zagreb, Croatia",0.00266
0,24,M,7,"Ilok, Croatia",0.00396
0,45,F,1,"Osijek, Croatia",0.0027
0,39,F,3,"Umag, Croatia",0.00284
0,20,M,4,"Zagreb, Croatia",0.00285
0,33,F,2,"Zagreb, Croatia",0.00276
0,22,M,1,"Nustar, Croatia",0.00266
0,18,F,4,"22300, Knin, Croatia",0.00288
0,18,F,14,"Novi Mihaljevci, Croatia",0.0038
0,26,F,20,"Zagreb, Croatia",0.0045
0,25,F,2,"Zagreb, Croatia",0.00299
0,27,F,3,"Veliko Trgovisce, Croatia",0.00289
0,22,F,13,"Mostar, Bosnia and Herzegovina",0.00642
0,26,F,2,"London, UK",0.00278
0,20,M,16,"10298, Poljanica Bistranska, Croatia",0.00705
0,36,F,1,"35252, Bartolovci, Croatia",0.00283
0,18,F,2,"21232, Kraj, Croatia",0.00271
0,19,M,3,"Zagreb, Croatia",0.00279
0,19,F,5,"Osijek, Croatia",0.0029
0,18,F,15,"Zagreb, Croatia",0.00514
0,57,F,7,"Bjelovar, Croatia",0.00319
0,18,M,2,"Sibenik, Croatia",0.00286
0,41,M,1,unkown,0.00266
0,18,F,4,"Split, Croatia",0.00289
0,18,M,1,"Veliko Trgovisce, Croatia",0.00266
0,18,M,2,"Split, Croatia",0.00271
0,46,F,2,"Nasice, Croatia",0.00274
0,18,F,3,"Zagreb, Croatia",0.00277
0,22,F,21,"Split, Croatia",0.00685
0,50,M,23,"Sisak, Croatia",0.0048
0,28,F,5,"Trski Vrh, Croatia",0.0036
0,23,F,24,"Slavonski Brod, Croatia",0.00511
0,18,M,3,"Split, Croatia",0.00277
0,26,M,1,"Sisak, Croatia",0.00268
0,21,M,1,"Predavac, Croatia",0.00266
0,27,F,5,"Ostrice, Croatia",0.00334
0,33,F,3,"Zagreb, Croatia",0.00371
0,24,F,15,"Varazdin, Croatia",0.00416
0,40,F,2,"Kolan, Croatia",0.00283
0,89,F,1,"10410, Selnica Scitarjevska, Croatia",0.00282
0,20,M,7,"Varazdin, Croatia",0.00406
0,43,F,1,"Vinkovci, Croatia",0.0027
0,21,M,4,unkown,0.00292
0,30,M,6,unkown,0.00414
0,24,M,13,unkown,0.00544
0,56,F,1,"Zaria, Nigeria",0.0032
0,24,M,32,"Zagreb, Croatia",0.01136
0,23,F,2,"Pula, Croatia",0.00271
0,16,F,7,"Zagreb, Croatia",0.00312
0,38,F,4,"Kabul, Afghanistan",0.00311
0,28,F,44,"Sesvete, Croatia",0.01417
0,35,F,1,"Velika Gorica, Croatia",0.00269
0,35,F,14,"Hvar, Croatia",0.00689
0,20,F,2,"Zagreb, Croatia",0.00283
0,28,M,7,unkown,0.00356
0,23,F,6,"Osijek, Croatia",0.0037
0,26,F,1,"Jurjevac Punitovacki, Croatia",0.00267
0,24,M,1,"Lekenik, Croatia",0.00271
0,17,F,1,"Tomislavgrad, Bosnia and Herzegovina",0.00266
0,29,M,12,"Osijek, Croatia",0.00483
0,43,F,4,"Osijek, Croatia",0.00289
0,17,F,5,"Zagreb, Croatia",0.003
0,52,F,1,"Nova Gradiska, Croatia",0.00267
0,33,F,7,"Zagreb, Croatia",0.00554
0,25,M,1,"Vratisinec, Croatia",0.00271
0,19,M,6,"Pula, Croatia",0.0033
0,49,M,1,"Curitiba - Parana, Brazil",0.00268
0,37,M,3,"Sibenik, Croatia",0.00348
0,33,M,1,"Zagreb, Croatia",0.00266
0,27,F,6,"Pozega, Croatia",0.00313
0,18,M,2,"Sredanci, Croatia",0.00271
0,21,F,11,"34308, Tekic, Croatia",0.00352
0,27,F,14,"Slavonski Brod, Croatia",0.00595
0,18,F,1,"Trogir, Croatia",0.00267
0,24,M,15,"Zagreb, Croatia",0.00482
0,22,M,7,"Zadar, Croatia",0.00314
0,19,F,4,"Split, Croatia",0.00289
0,16,F,1,unkown,0.00266
0,21,M,1,unkown,0.00274
0,32,F,4,"Zagreb, Croatia",0.00293
0,108,F,8,"Kikinda, Serbia",0.00316
0,23,F,6,"Donje Makojisce, Croatia",0.00305
0,48,F,4,"Koprivnica, Croatia",0.00313
0,20,F,1,"Berlin, Germany",0.00266
0,22,M,3,unkown,0.0035
0,21,F,5,"Zagreb, Croatia",0.00298
0,46,M,10,"22300, Knin, Croatia",0.00362
0,22,M,2,"Zagreb, Croatia",0.00272
0,19,M,10,"Korcula, Croatia",0.00354
0,28,F,38,"Zagreb, Croatia",0.01237
0,23,F,14,"Nasice, Croatia",0.00436
0,15,F,5,"Cupertino, CA, USA",0.00342
0,27,F,1,"Zadar, Croatia",0.00265
0,28,F,3,"Zagreb, Croatia",0.00471
0,22,F,2,"Popovaca, Croatia",0.00277
0,21,F,3,"Zagreb, Croatia",0.00278
0,21,F,8,"Virovitica, Croatia",0.00406
0,24,F,1,unkown,0.00265
0,29,M,1,"Dubrovnik, Croatia",0.00265
0,27,M,7,unkown,0.00389
0,22,M,8,unkown,0.0036
0,23,F,27,"Maruzini, Croatia",0.00742
0,23,M,2,"Rijeka, Croatia",0.00279
0,23,F,5,"Zagreb, Croatia",0.00303
0,23,F,2,"Rijeka, Croatia",0.00334
0,30,F,7,"Slavonski Brod, Croatia",0.00311
0,18,F,2,"Split, Croatia",0.00272
0,50,M,3,"Pula, Croatia",0.00403
0,18,F,2,"Zagreb, Croatia",0.00273
0,23,M,8,"Zagreb, Croatia",0.00501
0,20,M,1,unkown,0.00268
0,27,F,20,"Kaptol, Croatia",0.00491
0,16,M,22,"34310, Pleternica, Croatia",0.00436
0,17,F,3,"Zagreb, Croatia",0.00278
0,23,F,106,"Zagreb, Croatia",0.03108
0,27,F,10,"Zadar, Croatia",0.00402
0,21,M,5,unkown,0.00313
0,21,F,1,"Sesvete, Croatia",0.00266
0,27,M,8,"Zagreb, Croatia",0.0034
0,72,F,2,"Zvekovica, Croatia",0.00271
0,40,F,3,"Slatina, Croatia",0.00277
0,20,F,2,"Split, Croatia",0.00272
0,29,M,8,"Warminster, PA, USA",0.0032
0,24,F,45,"Dugo Selo, Croatia",0.01597
0,25,M,4,unkown,0.00302
0,35,F,7,unkown,0.00343
0,36,F,23,"Zagreb, Croatia",0.0093
0,23,F,9,"Madrid, Spain",0.00377
0,24,F,4,"Koprivnica, Croatia",0.00286
0,36,M,1,unkown,0.00269
0,20,F,7,"Rijeka, Croatia",0.00303
0,28,F,1,"Bjelovar, Croatia",0.00266
0,23,F,6,"Osijek, Croatia",0.00324
0,71,M,5,unkown,0.0029
0,37,F,20,"Zagreb, Croatia",0.00655
0,23,F,4,"Zagreb, Croatia",0.00285
0,36,M,2,"Sibenik, Croatia",0.00274
0,32,M,6,unkown,0.00344
0,28,M,26,"Zagreb, Croatia",0.0076
0,21,M,7,"Eisenstadt, Austria",0.00337
0,19,F,7,"Zagreb, Croatia",0.00339
0,32,F,1,"Popovaca, Croatia",0.00268
0,19,M,12,"Zagreb, Croatia",0.00565
0,34,F,5,"Davor, Croatia",0.0031
0,25,F,1,"Munich, Germany",0.00269
0,20,F,6,"Zagreb, Croatia",0.00402
0,33,M,12,"Innsbruck, Austria",0.00598
0,17,M,9,"Zagreb, Croatia",0.00436
0,16,F,9,"Vienna, Austria",0.00331
0,29,M,3,unkown,0.00285
0,19,M,1,"Vrbovec, Croatia",0.003
0,35,F,2,"22300, Knin, Croatia",0.00282
0,15,F,4,"Berane, Montenegro",0.00313
0,40,F,2,"Majdanpek, Serbia",0.00282
0,20,M,3,unkown,0.00285
0,29,M,19,"Osijek, Croatia",0.00709
0,20,F,21,"Zagreb, Croatia",0.00535
0,31,F,6,"Zupanja, Croatia",0.00307
0,18,F,5,"Cepin, Croatia",0.0029
0,23,F,27,"Zagreb, Croatia",0.0098
0,30,M,2,"Zagreb, Croatia",0.00274
0,31,F,3,"Basel, Switzerland",0.00291
0,38,F,37,"Podgradina, Croatia",0.01368
0,22,M,9,"Zagreb, Croatia",0.00616
0,36,F,4,"Mostar, Bosnia and Herzegovina",0.00309
0,25,F,2,"Zagreb, Croatia",0.00274
0,54,M,3,"Zagreb, Croatia",0.0039
0,100,F,7,unkown,0.00996
0,25,F,2,"Stari Jankovci, Croatia",0.0033
0,26,F,9,"Dubrovnik, Croatia",0.00615
0,48,M,3,"Vrbovec, Croatia",0.00281
0,28,F,1,"Viljevo, Croatia",0.00266
0,21,M,2,"Ljubuski, Bosnia and Herzegovina",0.00272
0,61,F,6,"Tordinci, Croatia",0.00659
0,35,M,1,unkown,0.0027
0,25,F,1,"Slavonski Brod, Croatia",0.00269
0,32,F,8,"Valpovo, Croatia",0.00336
0,30,M,4,"Ivanja Reka, Croatia",0.00321
0,23,M,8,"Zagreb, Croatia",0.0044
0,25,F,2,"Zagreb, Croatia",0.0035
0,19,F,6,"Zagreb, Croatia",0.00294
0,18,F,1,"Munich, Germany",0.00265
0,26,F,7,"Mali Losinj, Croatia",0.00322
0,23,M,8,"Zagreb, Croatia",0.00428
0,26,M,2,"Zagreb, Croatia",0.0031
0,25,F,3,"Zagreb, Croatia",0.00281
0,19,F,1,"Zagreb, Croatia",0.00266
0,19,F,25,unkown,0.00687
0,31,F,3,"Zagreb, Croatia",0.00293
0,15,M,5,"Eminovci, Croatia",0.00303
0,21,F,1,unkown,0.00267
0,29,M,12,"Sesvete, Croatia",0.00414
0,24,M,5,"Zagreb, Croatia",0.00434
0,51,F,247,unkown,0.03872
0,60,F,4,"Split, Croatia",0.00293
0,27,M,1,"Split, Croatia",0.00274
0,45,F,3,"Karlovac, Croatia",0.0029
0,36,M,7,"Kirchheim unter Teck, Germany",0.00309
0,19,F,2,"Split, Croatia",0.00272
0,36,F,9,"Zagreb, Croatia",0.00374
0,17,F,2,"Zagreb, Croatia",0.00272
0,38,F,3,"Rijeka, Croatia",0.00289
0,15,F,1,"Madrid, Spain",0.00267
0,29,M,4,"Zagreb, Croatia",0.00389
0,18,F,3,"Donja Voca, Croatia",0.00279
0,19,M,18,"Rijeka, Croatia",0.00477
